#,Token,Price,Change (%),Volume (24H),Market Cap,Holders,dt,date
576,DXT,$0.00040,-11.81%,"$10,408","$175,332","8,042 0.012%",2020-12-26 13:06:02.980017,2020-12-26
577,MAS,$0.00050,-55.65%,"$6,053","$171,155","2,117 0.000%",2020-12-26 13:06:02.980017,2020-12-26
578,MORE,$13.04010.0013933904,--,$0,"$169,701",50 0.000%,2020-12-26 13:06:02.980017,2020-12-26
579,TIC,$0.00000,7.53%,"$11,822","$165,911","4,963 0.000%",2020-12-26 13:06:02.980017,2020-12-26
580,SWT,$0.01930,0.38%,"$2,698","$164,707","3,130 0.000%",2020-12-26 13:06:02.980017,2020-12-26
581,S,$0.00010,--,$337,"$163,351","3,139 0.000%",2020-12-26 13:06:02.980017,2020-12-26
582,A,$0.00320,3.90%,$684,"$161,973","8,423 0.000%",2020-12-26 13:06:02.980017,2020-12-26
583,eGAS,$0.01590.00000189,--,$0,"$161,889","2,053 0.000%",2020-12-26 13:06:02.980017,2020-12-26
584,IDXM,$80.68000,--,$406,"$161,363","1,596 0.000%",2020-12-26 13:06:02.980017,2020-12-26
585,GST,$0.00060,1709.62%,$883,"$159,211","1,204 0.000%",2020-12-26 13:06:02.980017,2020-12-26
586,ALT,$0.00020,-17.72%,$91,"$157,065","7,207 0.000%",2020-12-26 13:06:02.980017,2020-12-26
587,STAR,$0.00080,0.39%,"$263,982","$157,025","3,376 0.000%",2020-12-26 13:06:02.980017,2020-12-26
588,WTL,$0.00390.0000003863,--,$0,"$156,574",904 0.000%,2020-12-26 13:06:02.980017,2020-12-26
589,CMCT,$0.00010,-19.35%,$103,"$154,790","3,560 0.000%",2020-12-26 13:06:02.980017,2020-12-26
590,ETK,$0.00010,--,$0,"$153,306","21,365 0.000%",2020-12-26 13:06:02.980017,2020-12-26
591,JET,$0.01820,3.44%,"$106,485","$152,754",461 0.000%,2020-12-26 13:06:02.980017,2020-12-26
592,DOV,$0.00050,-25.83%,$12,"$151,815","2,690 0.000%",2020-12-26 13:06:02.980017,2020-12-26
593,TMT,$0.00030,5.90%,"$10,890","$150,846","6,831 0.000%",2020-12-26 13:06:02.980017,2020-12-26
594,SRCOIN,$0.00000,--,$4,"$148,373","1,120 0.000%",2020-12-26 13:06:02.980017,2020-12-26
595,TRAK,$0.00180.0000001888,--,$0,"$147,852","5,531 0.000%",2020-12-26 13:06:02.980017,2020-12-26
596,OPT,$0.00100,--,$0,"$146,443","2,998 0.000%",2020-12-26 13:06:02.980017,2020-12-26
597,DROP,$0.00000,--,$248,"$142,340","44,835 0.000%",2020-12-26 13:06:02.980017,2020-12-26
598,STQ,$0.00000,7.23%,$3,"$142,317","57,168 0.000%",2020-12-26 13:06:02.980017,2020-12-26
599,BERRY,$0.00050,-1.66%,$515,"$140,531","6,993 0.000%",2020-12-26 13:06:02.980017,2020-12-26
600,NTK,$0.00000,-4.43%,$8,"$138,896","13,955 -0.007%",2020-12-26 13:06:02.980017,2020-12-26
601,VOISE,$0.00020,--,$2,"$138,748","3,823 0.000%",2020-12-26 13:06:03.857560,2020-12-26
602,MTC,$0.00040.0000000327,--,$0,"$138,417","15,690 0.000%",2020-12-26 13:06:03.857560,2020-12-26
603,RCT,$0.00020,--,"$5,122","$138,379","123,426 0.000%",2020-12-26 13:06:03.857560,2020-12-26
604,TDP,$0.00340,-33.23%,"$3,896","$137,159","3,583 0.000%",2020-12-26 13:06:03.857560,2020-12-26
605,PKG,$0.00000,0.49%,"$4,886","$133,774","3,666 0.000%",2020-12-26 13:06:03.857560,2020-12-26
606,BNTY,$0.00080,3.13%,"$2,531","$132,104","20,390 0.000%",2020-12-26 13:06:03.857560,2020-12-26
607,ETG,$0.00730,-69.99%,$48,"$131,687","2,634 0.000%",2020-12-26 13:06:03.857560,2020-12-26
608,GRX,$0.01010,--,$78,"$131,205","11,075 0.000%",2020-12-26 13:06:03.857560,2020-12-26
609,BBI,$0.02640.00000409,--,$0,"$130,580","6,102 0.000%",2020-12-26 13:06:03.857560,2020-12-26
610,WRC,$0.00070,2.96%,$1,"$129,092","29,215 0.000%",2020-12-26 13:06:03.857560,2020-12-26
611,TSL,$0.00020,-4.87%,$477,"$128,495","4,261 0.000%",2020-12-26 13:06:03.857560,2020-12-26
612,LND,$0.00020,-1.18%,$34,"$128,215","5,062 0.000%",2020-12-26 13:06:03.857560,2020-12-26
613,ARTIS,$0.00440,0.29%,$0,"$127,101","2,193 0.000%",2020-12-26 13:06:03.857560,2020-12-26
614,KNT,$0.00040,--,$0,"$125,565","6,201 0.000%",2020-12-26 13:06:03.857560,2020-12-26
615,SPX,$0.00000,--,$0,"$122,175","15,647 0.000%",2020-12-26 13:06:03.857560,2020-12-26
616,INVE,$0.00090,--,$0,"$120,667","1,248 0.000%",2020-12-26 13:06:03.857560,2020-12-26
617,Italian Lira,$0.00000,11.90%,$0,"$119,429",239 0.000%,2020-12-26 13:06:03.857560,2020-12-26
618,TEAM,$0.01160,4.14%,"$3,214","$118,299","4,428 0.000%",2020-12-26 13:06:03.857560,2020-12-26
619,NANJ,$0.00000,--,$0,"$115,047","13,325 0.000%",2020-12-26 13:06:03.857560,2020-12-26
620,RPM,$0.00000.0000000002,--,$0,"$114,816","1,376 0.000%",2020-12-26 13:06:03.857560,2020-12-26
621,CAT,$0.01560.0000014204,--,$0,"$114,790","4,393 0.000%",2020-12-26 13:06:03.857560,2020-12-26
622,PIX,$0.00080.0000000903,--,$0,"$114,051","3,607 0.000%",2020-12-26 13:06:03.857560,2020-12-26
623,LALA,$0.00050.0000000184,5.17%,$0,"$113,883","5,632 0.000%",2020-12-26 13:06:03.857560,2020-12-26
624,PAL,$0.00020,--,"$4,920","$113,251","24,611 0.000%",2020-12-26 13:06:03.857560,2020-12-26
625,ARCT,$0.00020,24.11%,$2,"$113,022","1,447 0.000%",2020-12-26 13:06:03.857560,2020-12-26
626,J8T,$0.00020,--,$0,"$109,838","8,200 0.000%",2020-12-26 13:06:03.857560,2020-12-26
627,HELP,$0.00250,8.30%,"$8,092","$109,614",209 0.000%,2020-12-26 13:06:03.857560,2020-12-26
628,IG,$0.00000,2.87%,"$669,981","$109,234","112,651 0.000%",2020-12-26 13:06:03.857560,2020-12-26
629,BON,$0.01120,--,$0,"$106,869","1,150 0.000%",2020-12-26 13:06:03.857560,2020-12-26
630,BBO,$0.00030,-2.71%,"$10,709","$105,534","3,147 0.000%",2020-12-26 13:06:03.857560,2020-12-26
631,GEM,$0.00020,-0.14%,"$2,775","$104,442","12,428 0.000%",2020-12-26 13:06:03.857560,2020-12-26
632,EPY,$0.01300.0000011850,--,$0,"$102,986","7,997 0.000%",2020-12-26 13:06:03.857560,2020-12-26
633,XBL,$0.03070,74.92%,$2,"$101,616",425 0.000%,2020-12-26 13:06:03.857560,2020-12-26
634,PTT,$0.00000,0.46%,"$223,433","$101,329","80,645 0.000%",2020-12-26 13:06:03.857560,2020-12-26
635,CREDO,$0.00050,--,$0,"$99,180","89,976 0.000%",2020-12-26 13:06:03.857560,2020-12-26
636,PASS,$0.00690.00000108,--,$0,"$98,302",273 0.000%,2020-12-26 13:06:03.857560,2020-12-26
637,BEE,$0.00040.0000000167,5.17%,$0,"$98,255","17,915 0.000%",2020-12-26 13:06:03.857560,2020-12-26
638,BCO,$0.01430,--,$150,"$97,375","2,634 0.000%",2020-12-26 13:06:03.857560,2020-12-26
639,KNDC,$0.00000,198.95%,$84,"$96,024","31,979 0.000%",2020-12-26 13:06:03.857560,2020-12-26
640,HUR,$0.00040,3.11%,$2,"$93,748","35,826 0.000%",2020-12-26 13:06:03.857560,2020-12-26
641,ALI,$0.00000,0.35%,"$4,664","$92,035","13,777 0.000%",2020-12-26 13:06:03.857560,2020-12-26
642,MIC,$0.00230,--,$14,"$91,165","4,788 0.000%",2020-12-26 13:06:03.857560,2020-12-26
643,DUO,$0.00250,3.26%,"$4,497","$90,744",389 0.257%,2020-12-26 13:06:03.857560,2020-12-26
644,XCLR,$0.00020.0000000235,--,$0,"$88,298","8,623 0.012%",2020-12-26 13:06:03.857560,2020-12-26
645,SUR,$0.40010,-0.78%,"$2,833","$87,066",877 0.000%,2020-12-26 13:06:03.857560,2020-12-26
646,AIX,$0.00300.0000002702,--,$0,"$86,866","2,072 0.000%",2020-12-26 13:06:03.857560,2020-12-26
647,PFR,$0.00100,2.76%,"$2,082","$86,737",282 0.000%,2020-12-26 13:06:03.857560,2020-12-26
648,YUKI,$0.00000,--,$0,"$86,053","2,362 0.000%",2020-12-26 13:06:03.857560,2020-12-26
649,EZW,$0.00000,--,$147,"$85,891",380 0.000%,2020-12-26 13:06:03.857560,2020-12-26
650,XCUR,$0.03770,-8.56%,"$64,871","$84,729","1,586 0.000%",2020-12-26 13:06:03.857560,2020-12-26
651,SURE,$0.00150.0000002838,--,$0,"$84,063","13,563 0.000%",2020-12-26 13:06:03.857560,2020-12-26
652,TGAME,$0.00100,3.25%,"$5,570","$83,217","5,696 0.000%",2020-12-26 13:06:03.857560,2020-12-26
653,OMX,$0.00010,--,$0,"$81,279","12,411 0.000%",2020-12-26 13:06:03.857560,2020-12-26
654,BETR,$0.00050,--,$260,"$80,696","2,309 0.000%",2020-12-26 13:06:03.857560,2020-12-26
655,eBCH,$0.00850.00000133,--,$0,"$78,778","1,425 0.000%",2020-12-26 13:06:03.857560,2020-12-26
656,WILD,$0.00120,--,$0,"$76,966","2,631 0.000%",2020-12-26 13:06:03.857560,2020-12-26
657,FND,$0.00150,--,$44,"$75,402","12,094 0.000%",2020-12-26 13:06:03.857560,2020-12-26
658,dow,$0.00630,--,$1,"$74,208",156 0.000%,2020-12-26 13:06:03.857560,2020-12-26
659,CRC,$0.01530,15.22%,$8,"$73,357","4,195 0.000%",2020-12-26 13:06:03.857560,2020-12-26
660,ADI,$0.00030,2.65%,"$30,983","$73,108","12,614 0.000%",2020-12-26 13:06:03.857560,2020-12-26
661,UKG,$0.00050,0.38%,$0,"$72,740","9,931 0.000%",2020-12-26 13:06:03.857560,2020-12-26
662,SKILL,$0.00000,--,$0,"$71,844","1,799 0.000%",2020-12-26 13:06:03.857560,2020-12-26
663,SVD,$0.00000,--,"$1,991","$71,640","22,511 0.000%",2020-12-26 13:06:03.857560,2020-12-26
664,HAND,$0.00000,-28.87%,$35,"$70,772","54,078 -0.002%",2020-12-26 13:06:03.857560,2020-12-26
665,SLT,$0.00030,-0.20%,$98,"$68,462","7,236 0.000%",2020-12-26 13:06:03.857560,2020-12-26
666,PMNT,$0.00010.0000000102,--,$0,"$68,313","11,702 0.000%",2020-12-26 13:06:03.857560,2020-12-26
667,PCH,$0.00010,--,$30,"$66,356","1,564 0.000%",2020-12-26 13:06:03.857560,2020-12-26
668,SPD,$0.00000,-5.08%,$11,"$64,794","16,743 0.006%",2020-12-26 13:06:03.857560,2020-12-26
669,USDQ,$1.01000,15.33%,"$1,134,549","$64,724","1,481 0.000%",2020-12-26 13:06:03.857560,2020-12-26
670,UBC,$0.00020,--,$0,"$64,281","45,315 0.000%",2020-12-26 13:06:03.857560,2020-12-26
671,PRG,$0.00280.0000002435,--,$0,"$63,424","7,573 0.000%",2020-12-26 13:06:03.857560,2020-12-26
672,IFT,$0.00030.0000000300,--,$0,"$63,025","3,279 0.000%",2020-12-26 13:06:03.857560,2020-12-26
673,LOCI,$0.00150,--,$73,"$62,717","4,365 0.000%",2020-12-26 13:06:03.857560,2020-12-26
674,ELY,$0.00050,1.41%,"$269,072","$61,352","31,393 0.000%",2020-12-26 13:06:03.857560,2020-12-26
675,SKIN,$0.00070,1.50%,"$4,553","$60,774","4,054 0.000%",2020-12-26 13:06:03.857560,2020-12-26
676,FOOD,$0.00020,--,$7,"$59,977","1,793 0.000%",2020-12-26 13:06:03.857560,2020-12-26
677,HER,$0.00010,--,$0,"$59,496","67,892 0.000%",2020-12-26 13:06:03.857560,2020-12-26
678,EZT,$0.00500.0000009500,7.06%,$0,"$57,501","2,017 0.000%",2020-12-26 13:06:03.857560,2020-12-26
679,HORSE,$0.00050,--,$0,"$57,407","1,778 0.000%",2020-12-26 13:06:03.857560,2020-12-26
680,PRIX,$0.05140,5.63%,"$17,576","$56,650","1,645 0.000%",2020-12-26 13:06:03.857560,2020-12-26
681,HQT,$0.00030,--,$1,"$56,246","7,040 0.000%",2020-12-26 13:06:03.857560,2020-12-26
682,MTRc,$0.00150.0000001893,--,$0,"$56,211","3,775 0.000%",2020-12-26 13:06:03.857560,2020-12-26
683,VIU,$0.00010.0000000100,--,$0,"$55,265",902 0.000%,2020-12-26 13:06:03.857560,2020-12-26
684,IPL,$0.00020,8.96%,"$1,136","$54,695","3,360 0.000%",2020-12-26 13:06:03.857560,2020-12-26
685,UET,$0.01340.00000175,--,$0,"$53,240",269 0.000%,2020-12-26 13:06:03.857560,2020-12-26
686,KWH,$0.00000,3.21%,"$253,543","$52,676","1,298 0.000%",2020-12-26 13:06:03.857560,2020-12-26
687,BETHER,$0.00010,--,$0,"$52,413","7,727 0.000%",2020-12-26 13:06:03.857560,2020-12-26
688,NxC,$0.00080.0000000755,--,$0,"$51,953","1,002 0.000%",2020-12-26 13:06:03.857560,2020-12-26
689,VOL,$0.00020,-22.16%,$1,"$51,837","1,575 0.000%",2020-12-26 13:06:03.857560,2020-12-26
690,ONL,$0.00230,-65.02%,$868,"$51,048","5,001 0.000%",2020-12-26 13:06:03.857560,2020-12-26
691,BTR,$0.00090.0000000815,--,$0,"$50,752","1,484 0.000%",2020-12-26 13:06:03.857560,2020-12-26
692,ECOM,$0.00130,38.62%,"$159,889","$49,571","6,870 0.000%",2020-12-26 13:06:03.857560,2020-12-26
693,MCAP,$0.00460.0000008820,--,$0,"$48,542","20,884 0.000%",2020-12-26 13:06:03.857560,2020-12-26
694,METM,$0.00030,157.57%,"$5,139","$44,429","7,803 0.000%",2020-12-26 13:06:03.857560,2020-12-26
695,DOR,$0.00010.0000000238,--,$0,"$44,317","11,267 0.000%",2020-12-26 13:06:03.857560,2020-12-26
696,DELTA,$0.00000,1.99%,$253,"$44,259","3,144 0.000%",2020-12-26 13:06:03.857560,2020-12-26
697,QUIN,$0.00000,-2.67%,$186,"$44,258",401 0.000%,2020-12-26 13:06:03.857560,2020-12-26
698,JSE,$0.00010.0000000040,5.17%,$0,"$44,232","3,553 0.000%",2020-12-26 13:06:03.857560,2020-12-26
699,PTS,$0.00010.0000000100,--,$0,"$43,891","3,896 0.000%",2020-12-26 13:06:03.857560,2020-12-26
700,THM,$0.00000,--,$0,"$43,378","30,679 0.000%",2020-12-26 13:06:03.857560,2020-12-26
701,GIM,$0.00050,--,$8,"$42,232",940 0.000%,2020-12-26 13:06:04.705543,2020-12-26
702,MEDIBIT,$0.00000,-27.56%,$198,"$41,922","17,834 0.000%",2020-12-26 13:06:04.705543,2020-12-26
703,XMCT,$0.00040.0000000348,--,$0,"$40,253","7,862 0.000%",2020-12-26 13:06:04.705543,2020-12-26
704,DGPT,$0.01730.00000269,--,$0,"$39,157","2,304 0.000%",2020-12-26 13:06:04.705543,2020-12-26
705,CEN,$0.00040,15.49%,$163,"$38,594","1,930 0.000%",2020-12-26 13:06:04.705543,2020-12-26
706,MCI,$0.00140.0000003939,--,$0,"$37,823",903 0.000%,2020-12-26 13:06:04.705543,2020-12-26
707,REBL,$0.00020.0000000231,--,$0,"$37,400","40,887 0.000%",2020-12-26 13:06:04.705543,2020-12-26
708,EMB,$0.00070.0000002128,--,$0,"$36,918",742 0.000%,2020-12-26 13:06:04.705543,2020-12-26
709,NAVI,$0.00020.0000000138,18.83%,"$8,850","$36,869","108,817 0.000%",2020-12-26 13:06:04.705543,2020-12-26
710,Guppy,$0.00050,-25.74%,$5,"$35,854","12,238 0.000%",2020-12-26 13:06:04.705543,2020-12-26
711,SGP,$0.01790.0000048482,--,$0,"$35,841","7,158 0.000%",2020-12-26 13:06:04.705543,2020-12-26
712,CRED,$0.00230,--,$0,"$35,538","3,808 0.000%",2020-12-26 13:06:04.705543,2020-12-26
713,VNX,$0.00000.0000000012,1.71%,"$4,284","$35,439","4,161 0.000%",2020-12-26 13:06:04.705543,2020-12-26
714,EARTH,$0.00020.0000000206,--,$0,"$34,962","8,232 0.000%",2020-12-26 13:06:04.705543,2020-12-26
715,MOT,$0.00090.0000001074,--,$0,"$34,641","40,592 0.000%",2020-12-26 13:06:04.705543,2020-12-26
716,EVN,$0.00210,30.30%,"$43,547","$34,612","2,676 0.000%",2020-12-26 13:06:04.705543,2020-12-26
717,TKA,$0.00080.0000001557,--,$0,"$34,494","4,434 0.000%",2020-12-26 13:06:04.705543,2020-12-26
718,ELTCOIN,$0.00040,-32.98%,"$3,220","$34,205","2,756 0.000%",2020-12-26 13:06:04.705543,2020-12-26
719,JOT,$0.00240.0000002598,--,$0,"$32,855","82,635 0.000%",2020-12-26 13:06:04.705543,2020-12-26
720,INCO,$0.00000.0000000005,--,$0,"$32,803","1,546 0.000%",2020-12-26 13:06:04.705543,2020-12-26
721,GRT,$2.12000,8.05%,$99,"$32,796",370 0.000%,2020-12-26 13:06:04.705543,2020-12-26
722,BOXX,$0.00100,--,$41,"$31,632","3,549 0.000%",2020-12-26 13:06:04.705543,2020-12-26
723,SAT,$0.00020,-37.72%,$15,"$30,999","65,528 0.000%",2020-12-26 13:06:04.705543,2020-12-26
724,UCN,$0.00010,-13.78%,"$4,390","$30,108","15,131 0.007%",2020-12-26 13:06:04.705543,2020-12-26
725,SWC,$0.00010,--,$8,"$29,916","10,722 0.000%",2020-12-26 13:06:04.705543,2020-12-26
726,KIND,$0.00080,14.05%,$2,"$28,292","4,810 0.000%",2020-12-26 13:06:04.705543,2020-12-26
727,ORI,$0.00660,--,$29,"$27,710",763 0.000%,2020-12-26 13:06:04.705543,2020-12-26
728,CCH,$0.00000.0000000016,--,$86,"$27,374","3,470 0.000%",2020-12-26 13:06:04.705543,2020-12-26
729,ITT,$0.00270,29.48%,"$25,181","$26,899",766 0.000%,2020-12-26 13:06:04.705543,2020-12-26
730,ARB,$0.00650.0000009068,--,$0,"$26,375","1,974 0.000%",2020-12-26 13:06:04.705543,2020-12-26
731,LNC,$0.00020,3.28%,$0,"$25,995","8,136 0.000%",2020-12-26 13:06:04.705543,2020-12-26
732,DTRC,$0.00020,--,$0,"$25,503","5,628 0.000%",2020-12-26 13:06:04.705543,2020-12-26
733,DGS,$0.00010,--,$7,"$25,449",857 0.000%,2020-12-26 13:06:04.705543,2020-12-26
734,DALC,$0.02580,-31.95%,$13,"$24,502",768 0.000%,2020-12-26 13:06:04.705543,2020-12-26
735,STU,$0.00030,6.26%,$2,"$24,056","6,996 0.000%",2020-12-26 13:06:04.705543,2020-12-26
736,RNTB,$0.00000,-16.15%,$0,"$23,386","25,445 0.000%",2020-12-26 13:06:04.705543,2020-12-26
737,NDC,$0.00020.0000000355,--,$0,"$22,510","13,451 0.000%",2020-12-26 13:06:04.705543,2020-12-26
738,CJT,$0.00020,--,$0,"$22,055","4,186 0.000%",2020-12-26 13:06:04.705543,2020-12-26
739,SPARTA,$0.00730,--,$0,"$21,872",150 0.000%,2020-12-26 13:06:04.705543,2020-12-26
740,EBET,$0.00250.0000004856,--,$0,"$21,628",854 0.000%,2020-12-26 13:06:04.705543,2020-12-26
741,FRV,$0.00000.0000000004,--,$0,"$21,146","1,970 0.000%",2020-12-26 13:06:04.705543,2020-12-26
742,REF,$0.02040.0000018594,--,$0,"$20,519","7,685 0.000%",2020-12-26 13:06:04.705543,2020-12-26
743,CYMT,$0.00000,1.46%,$179,"$20,377","1,624 0.000%",2020-12-26 13:06:04.705543,2020-12-26
744,BNC,$0.00000.0000000034,2.19%,"$3,503","$20,194","2,290 0.000%",2020-12-26 13:06:04.705543,2020-12-26
745,CNCT,$0.00020,--,$2,"$19,857",147 0.000%,2020-12-26 13:06:04.705543,2020-12-26
746,SNR,$0.00010.0000000066,3.06%,$0,"$19,734",914 0.000%,2020-12-26 13:06:04.705543,2020-12-26
747,NTWK,$0.00120.00000022,--,$0,"$19,418","6,569 0.000%",2020-12-26 13:06:04.705543,2020-12-26
748,GET,$0.00170,-2.25%,"$72,454","$19,351","5,218 0.000%",2020-12-26 13:06:04.705543,2020-12-26
749,HB,$0.00100,-16.08%,$95,"$18,649",736 0.000%,2020-12-26 13:06:04.705543,2020-12-26
750,IXE,$0.00070.0000002161,--,$0,"$17,832","53,719 0.000%",2020-12-26 13:06:04.705543,2020-12-26
751,IMP,$0.00220,5.28%,"$44,813","$17,267","1,639 0.000%",2020-12-26 13:06:04.705543,2020-12-26
752,DAN,$0.00070,--,$426,"$15,372","12,184 0.000%",2020-12-26 13:06:04.705543,2020-12-26
753,NPX,$0.00060,--,$0,"$14,696","5,140 0.000%",2020-12-26 13:06:04.705543,2020-12-26
754,CRB,$0.00090,--,$38,"$14,376","1,188 0.000%",2020-12-26 13:06:04.705543,2020-12-26
755,CTRT,$0.00000,-2.09%,$184,"$14,247",392 0.000%,2020-12-26 13:06:04.705543,2020-12-26
756,VIKKY,$0.00000,-4.03%,$200,"$13,681",667 0.000%,2020-12-26 13:06:04.705543,2020-12-26
757,SCT,$0.00110,--,$5,"$13,574","66,883 0.000%",2020-12-26 13:06:04.705543,2020-12-26
758,NRP,$0.00000,5.08%,$1,"$13,524",950 0.000%,2020-12-26 13:06:04.705543,2020-12-26
759,ACE,$0.00230,--,$3,"$13,427",649 0.154%,2020-12-26 13:06:04.705543,2020-12-26
760,QVT,$0.00180.00000045,--,$0,"$13,304","1,380 0.000%",2020-12-26 13:06:04.705543,2020-12-26
761,IBTC,$0.00020.0000000100,2.58%,$50,"$12,423","1,877 0.000%",2020-12-26 13:06:04.705543,2020-12-26
762,SPF,$0.00020,--,$17,"$11,984","1,965 0.000%",2020-12-26 13:06:04.705543,2020-12-26
763,BOUTS,$0.00020,-46.56%,"$10,513","$11,564","4,566 0.000%",2020-12-26 13:06:04.705543,2020-12-26
764,FTXT,$0.00000,-1.76%,$9,"$10,943","3,637 0.000%",2020-12-26 13:06:04.705543,2020-12-26
765,OTN,$0.00520.0000004695,--,$0,"$10,436","2,538 0.000%",2020-12-26 13:06:04.705543,2020-12-26
766,WYS,$0.00010.0000000092,--,$0,"$10,356","1,909 0.000%",2020-12-26 13:06:04.705543,2020-12-26
767,SONIQ,$0.00020,--,$107,"$10,333",288 0.000%,2020-12-26 13:06:04.705543,2020-12-26
768,IBT,$0.00000.0000000019,--,$0,"$9,313",398 0.000%,2020-12-26 13:06:04.705543,2020-12-26
769,SGR,$0.00040,--,$44,"$8,936","3,550 0.000%",2020-12-26 13:06:04.705543,2020-12-26
770,AGLT,$0.00010.0000000040,--,$0,"$8,875",82 0.000%,2020-12-26 13:06:04.705543,2020-12-26
771,KWATT,$0.00010.0000000058,-59.48%,$0,"$8,861","7,691 0.000%",2020-12-26 13:06:04.705543,2020-12-26
772,COU,$0.00000,-0.58%,"$47,406","$8,808","15,483 0.006%",2020-12-26 13:06:04.705543,2020-12-26
773,CCO,$0.00520,-10.18%,$20,"$8,767",751 0.000%,2020-12-26 13:06:04.705543,2020-12-26
774,WELL,$0.00010.0000000113,--,$0,"$8,636","11,038 0.000%",2020-12-26 13:06:04.705543,2020-12-26
775,XD,$0.00000,-32.86%,$5,"$8,561","1,242 0.000%",2020-12-26 13:06:04.705543,2020-12-26
776,YLC,$0.00020,9.09%,"$8,499","$7,711","2,358 0.000%",2020-12-26 13:06:04.705543,2020-12-26
777,EGT,$0.00000.0000000021,--,$0,"$7,591","4,092 0.000%",2020-12-26 13:06:04.705543,2020-12-26
778,ACTP,$0.00000,1.87%,$205,"$7,425","6,052 0.000%",2020-12-26 13:06:04.705543,2020-12-26
779,BUL,$0.00670.0000002700,9.83%,$3,"$7,355","31,279 0.000%",2020-12-26 13:06:04.705543,2020-12-26
780,TRCT,$0.00020.0000000282,--,$0,"$6,700","5,335 0.000%",2020-12-26 13:06:04.705543,2020-12-26
781,APC,$0.00010,1.93%,$143,"$6,487","1,975 0.000%",2020-12-26 13:06:04.705543,2020-12-26
782,DWS,$0.00000,-20.88%,"$5,233","$5,998","15,402 0.000%",2020-12-26 13:06:04.705543,2020-12-26
783,POS,$0.00540.0000010325,--,$0,"$5,646","6,267 0.000%",2020-12-26 13:06:04.705543,2020-12-26
784,ATS,$0.00010,--,$48,"$5,442","9,817 0.000%",2020-12-26 13:06:04.705543,2020-12-26
785,MASH,$0.00020.0000000068,4.03%,$0,"$5,390","1,528 0.000%",2020-12-26 13:06:04.705543,2020-12-26
786,DPP,$0.00030,--,$2,"$5,268",721 0.000%,2020-12-26 13:06:04.705543,2020-12-26
787,HST,$0.00010,--,$0,"$5,065","4,339 0.000%",2020-12-26 13:06:04.705543,2020-12-26
788,BAS,$0.00110,--,$9,"$4,484",418 0.000%,2020-12-26 13:06:04.705543,2020-12-26
789,CCT,$0.00070,2.59%,$59,"$4,414","1,211 0.000%",2020-12-26 13:06:04.705543,2020-12-26
790,ACC,$0.00390,--,$0,"$3,543","8,955 0.000%",2020-12-26 13:06:04.705543,2020-12-26
791,EAGLE,$0.00170.00000025,--,$0,"$3,457","1,274 0.000%",2020-12-26 13:06:04.705543,2020-12-26
792,FNTB,$0.00100,72.54%,$3,"$3,096",864 0.000%,2020-12-26 13:06:04.705543,2020-12-26
793,RLT,$0.00020,--,$8,"$2,847","2,050 0.000%",2020-12-26 13:06:04.705543,2020-12-26
794,BKX,$0.00000,--,$0,"$2,684","15,127 0.000%",2020-12-26 13:06:04.705543,2020-12-26
795,WCO,$0.00000,--,$0,"$2,319","1,203 0.000%",2020-12-26 13:06:04.705543,2020-12-26
796,JS,$0.00030,--,$0,"$2,212","1,518 0.000%",2020-12-26 13:06:04.705543,2020-12-26
797,MRL,$0.00000,--,$0,"$2,195","7,058 0.000%",2020-12-26 13:06:04.705543,2020-12-26
798,AAA,$0.00010.0000000056,5.56%,$0,"$2,113",951 0.000%,2020-12-26 13:06:04.705543,2020-12-26
799,BLN,$0.00000.0000000000,--,$0,"$1,658",453 0.000%,2020-12-26 13:06:04.705543,2020-12-26
800,GRMD,$0.00010.0000000129,--,$0,"$1,539","1,306 0.000%",2020-12-26 13:06:04.705543,2020-12-26
801,BTCONE,$0.00010,--,$0,"$1,470","1,069 0.000%",2020-12-26 13:06:05.572845,2020-12-26
802,FAITH,$0.00020,--,$0,"$1,201","4,576 0.000%",2020-12-26 13:06:05.572845,2020-12-26
803,CTIC3,$0.00050.0000000433,--,$0,"$1,034",52 0.000%,2020-12-26 13:06:05.572845,2020-12-26
804,BNN,$0.00000.0000000000,--,$0,$951,325 0.000%,2020-12-26 13:06:05.572845,2020-12-26
805,ORM,$0.00000,--,$0,$675,"3,679 0.000%",2020-12-26 13:06:05.572845,2020-12-26
806,XNN,$0.00000,--,$0,$619,"746,563 0.000%",2020-12-26 13:06:05.572845,2020-12-26
807,NOX,$0.00000,--,$166,$569,"9,564 0.000%",2020-12-26 13:06:05.572845,2020-12-26
808,POSS,$0.00000.0000000000,--,$0,$449,"1,773 0.000%",2020-12-26 13:06:05.572845,2020-12-26
809,ARY,$0.00000,3.68%,$0,$426,"1,970 0.000%",2020-12-26 13:06:05.572845,2020-12-26
810,QURO,$0.00000.0000000035,--,$0,$269,"1,675 0.000%",2020-12-26 13:06:05.572845,2020-12-26
811,AI,$0.00010.0000000186,--,$0,$223,"3,410 0.000%",2020-12-26 13:06:05.572845,2020-12-26
812,TRDT,$0.00020.0000000207,--,$0,$201,"3,795 0.000%",2020-12-26 13:06:05.572845,2020-12-26
813,BTT,$0.00000,--,$0,$195,"3,093 0.000%",2020-12-26 13:06:05.572845,2020-12-26
814,RIYA,$0.00010.0000000104,--,$0,$132,139 0.000%,2020-12-26 13:06:05.572845,2020-12-26
